,page,nick,area,ip,time,content,agree,rank,usertype
616,67,Charloooooo_,广东广州,218.107.55.254,2018-08-08 14:45:13,本届韭菜不好骗，必将他们批倒批臭,0,0,wb
617,67,法斯plus,江西南昌,59.52.71.32,2018-08-08 14:44:58,嘿呀，就很气,0,0,wb
618,67,我的浅浅啊,广东广州,119.131.90.67,2018-08-08 14:44:55,不结婚不生孩子你能咬我啊,0,0,wb
619,67,Bigman1116,上海,180.175.178.28,2018-08-08 14:44:45,年轻人不该背这锅吧。中国谁是领路人找谁呗,1,1,wb
620,68,ICUER-,河北保定,110.229.26.201,2018-08-08 14:44:23,别担心别担心 地方政府债务危机比咱们欠的这点儿蚂蚁花呗多多了😂😂,1,50,wb
621,68,瞻Ace,内蒙古呼和浩特,220.195.67.93,2018-08-08 14:44:23,美国老太太,0,0,wb
622,68,廖奕帆1948,四川成都,60.255.160.36,2018-08-08 14:43:17,一分钱不用看谁能气死谁,0,0,wb
623,68,kankankankanrenao,江苏南京,36.149.128.161,2018-08-08 14:43:12,这文章TM是谁写的？,0,0,wb
624,68,坚忍的豆芽,浙江温州,112.14.77.10,2018-08-08 14:42:07,？？？？？？？？？？？,0,0,wb
625,68,日月木同,上海,112.64.68.42,2018-08-08 14:42:03,别用把自己归于受害者，阳光点不好吗？,0,0,wb
626,68,冰柜里的可乐被喝完了,上海,117.136.8.153,2018-08-08 14:41:33,从消费主义延伸到P2P，不知道到底是在diss什么[笑cry],1,1,wb
627,68,花生米米吖,浙江杭州,112.10.196.206,2018-08-08 14:41:26,也是作孽[允悲],0,0,wb
628,68,樱错雪-,湖北武汉,27.17.215.205,2018-08-08 14:41:25,？？？年轻人带领？？？不背这口锅,1,1,wb
629,68,O_oInkMore,上海,210.22.164.242,2018-08-08 14:40:49,有的年轻人存钱 有的不存钱但是用钱去买经历买体验 有的就是单纯的虚荣虚伪拜金拜颜把钱花在哪很重要 扛风险的能力也很重要,0,0,wb
630,69,荒年与歌i,安徽合肥,117.136.101.124,2018-08-08 14:39:13,我他妈躺着也背锅？,1,1,wb
631,69,无西瓜籽_,江苏常州,58.241.94.38,2018-08-08 14:39:12,原来都是星巴克的错 懂了[赞],0,0,wb
632,69,烟雨平生-谁怕,陕西西安,113.200.72.14,2018-08-08 14:39:04,啥意思？？年轻人靠借贷满足对美好生活的向往？？避重就轻了吧～,0,0,wb
633,69,小迷弟努力飞,山东临沂,120.220.28.6,2018-08-08 14:39:00,生孩子，生孩子，生孩子,0,0,wb
634,69,热心网友茶某,浙江台州,60.162.93.86,2018-08-08 14:38:38,笑死了 人在家中坐 锅从天上来,0,0,wb
635,69,H-N126,四川绵阳,110.186.125.250,2018-08-08 14:38:20,除了星巴克 其他的我都没有[失望]不配做年轻人了,0,0,wb
636,69,Orchid一Moon,北京,61.148.243.1,2018-08-08 14:38:09,大企业没不借贷的吧，一个大企业50%的负债率就相当于多少屌丝一辈子借的钱了，怎么好意思发这种东西？看着自己的信用卡额度问问自己能借多少钱[笑cry]打出这行字不心酸么,0,0,wb
637,69,七月的清然,河南,117.136.61.120,2018-08-08 14:37:37,省钱当接盘侠啊？,0,0,wb
638,69,齐齐在东北玩泥巴,上海,223.104.5.249,2018-08-08 14:37:28,没事，我们已经是青年人了，没看报道里说的是千禧世代吗,0,0,wb
639,69,罗汉仙娃z,上海,58.35.208.64,2018-08-08 14:36:33,老婆别生气,0,0,wb
640,70,轻轻达么,黑龙江哈尔滨,1.58.79.81,2018-08-08 14:35:10,呵呵,0,0,wb
641,70,我又不会撩人,海南三亚,223.104.23.203,2018-08-08 14:33:20,对不起，拖您后腿了[泪],0,0,wb
642,70,满堂飘花醉看三千客,福建福州,140.243.36.67,2018-08-08 14:32:21,搞得好像老一代不借贷过日子一样,0,0,wb
643,70,Leon大苏妲己,北京,124.65.148.182,2018-08-08 14:31:57,刚刚看了一篇什么少年娘则国娘的文章，娘炮也在带领国家走向危机，笑死我了。,1,1,wb
644,70,ButyricModo,山东临沂,223.104.185.167,2018-08-08 14:31:52,别这么说自己[允悲],1,1,wb
645,70,今天也依然喜欢居老师,重庆,123.147.248.41,2018-08-08 14:31:29,[费解]被油腻中年diss垮掉的一代现在又说带领危机的了,0,0,wb
646,70,枫言芳菲,江苏苏州,221.224.122.162,2018-08-08 14:30:37,说话那么直白干嘛！,0,0,wb
647,70,王晓旭MusiX,北京,1.203.64.132,2018-08-08 14:30:33,对不起，这个锅真没法背....,0,0,wb
648,70,熬夜晚睡专家,云南昆明,39.130.117.251,2018-08-08 14:30:03,怪我们娇生惯养,0,0,wb
649,70,黎嗯娜,四川成都,218.89.235.123,2018-08-08 14:29:54,九零后不需要买房。父母早就把房子准备好了。所以他们只需要消费消费就够了,0,0,wb
650,71,KICKurASasshole,广东广州,59.42.36.169,2018-08-08 14:29:37,好多人没有看文章……,0,0,wb
651,71,咕_咕咕咕哒,河南,117.136.61.69,2018-08-08 14:29:24,一条不中，我怀疑我到底是不是90后[黑线],0,0,wb
652,71,Evandayer,四川成都,117.136.82.244,2018-08-08 14:29:23,可笑,0,0,wb
653,71,区块创投仝春,浙江湖州,115.231.19.244,2018-08-08 14:24:11,年轻人都应该去买房就行了。[允悲],0,0,wb
654,71,嶌与海,河南开封,61.158.147.193,2018-08-08 14:23:38,这个锅我们不背！辛辛苦苦赚来的钱 一没偷二没抢三也没做违法的事情 凭自己劳动换来的钱不能偶尔犒劳一下自己去个星巴克照照相发发自拍了？,0,0,wb
655,71,武啦啦-nana,北京,106.11.41.206,2018-08-08 14:23:04,要脸会死系列········,0,0,wb
656,71,鲁提辖拳打镇关西628,江苏泰州,117.136.66.170,2018-08-08 14:22:54,打击一大片嘛,0,0,wb
657,71,-Pigeon,云南,117.136.72.230,2018-08-08 14:21:32,嚯，当头一个平底锅,0,0,wb
658,71,俊智王,江西萍乡,117.170.240.254,2018-08-08 14:21:26,幸福是奋斗出来的，年纪轻轻不去奋斗买房买车，就知道吃喝玩乐，搞资产阶级自由化，搞享乐主义。,0,0,wb
659,71,用户957zwswd,浙江嘉兴,122.238.190.216,2018-08-08 14:21:26,这是什么沙雕,0,0,wb
660,72,姗妹·,安徽马鞍山,36.33.154.84,2018-08-08 14:20:49,呸 我买不起房还不让买包吗@皮卡丘究极进化,1,1,wb
661,72,SmakCheng,浙江杭州,60.176.151.21,2018-08-08 14:20:00,我感觉出家是条好出路！能干的事更多[doge],0,0,wb
662,72,蓝国之恋冰咖啡,山东泰安,113.121.142.197,2018-08-08 14:19:45,高级黑,0,0,wb
663,72,Erebus_Chaos,江苏苏州,114.219.26.110,2018-08-08 14:19:33,你怎么能说出这么不要脸的话[允悲]我服了你,1,1,wb
664,72,微笑的零,广东深圳,116.25.98.95,2018-08-08 14:19:24,牛逼,0,0,wb
665,72,国士无双三师公,四川成都,223.104.9.191,2018-08-08 14:19:21,天灾飞锅！怎么都躲不掉,0,0,wb
666,72,-北坡,黑龙江哈尔滨,113.5.4.149,2018-08-08 14:19:18,有点看不懂…迷…,0,0,wb
667,72,没有现充的欧阳666,美国乔治亚,73.43.63.252,2018-08-08 14:19:18,？？？年轻人背锅？,0,0,wb
668,72,黑奇士司马子羽,北京海淀,113.45.55.207,2018-08-08 14:19:06,。。。,0,0,wb
669,72,舞庭前百长弓年少,北京,106.121.1.127,2018-08-08 14:18:32,评论都已经很到位了，不赘述。透支了大家一起死，不透支别人就去享乐了,0,0,wb
670,74,林少语V,山东济南,112.224.17.195,2018-08-08 14:13:59,也是，好像现在年轻人也不太愿意结婚、生孩子，这简直要了国家的命啊！,0,0,wb
671,74,董静文阿,黑龙江哈尔滨,117.136.7.27,2018-08-08 14:13:27,@树上有猫  下面评论简直太有道理,0,0,wb
672,74,月白如常,安徽合肥,36.60.186.74,2018-08-08 14:13:09,哈？,0,0,wb
673,74,我比姚明矮,浙江嘉兴,111.3.42.100,2018-08-08 14:12:47,那恐怕更加得不偿失，，，[泪],0,0,wb
674,74,豆子不逗了,广东深圳,183.37.22.154,2018-08-08 14:12:19,明明是d领导国家的吧？,0,0,wb
675,74,Skinseve,山西太原,117.136.4.136,2018-08-08 14:11:45,可笑[哈哈],0,0,wb
676,74,王look王,广东中山,113.64.234.42,2018-08-08 14:11:16,说的就是你,0,0,wb
677,74,用户138****8608,云南昆明,182.242.75.201,2018-08-08 14:10:12,房贷是中国人最大的债务。,1,1,palmnews
678,74,我是一颗小鬼,甘肃兰州,42.90.154.143,2018-08-08 14:10:11,只想对这些媒体呵呵[摊手][摊手][摊手],1,1,wb
679,74,榴芒口味甜筒喵,广东,223.104.63.95,2018-08-08 14:09:59,搞笑咯[微笑][微笑],0,0,wb
680,75,声控癌晚期的米优酱,浙江台州,60.162.223.101,2018-08-08 14:09:51,？？咱俩又不借钱？？你要买什么大物件吗？？,1,1,wb
681,75,杨记粮铺,广东深圳,116.24.36.55,2018-08-08 14:08:28,搞笑了，居然认为贷款拿来消费，这么高的贷款难道不是因为都在房贷上吗？编辑真是搞笑了,1,1,pc
682,75,鲨鱼丸丸,上海,101.81.220.91,2018-08-08 14:07:34,哈哈哈，我笑了,0,0,wb
683,75,HomeAnimator,辽宁沈阳,116.2.215.230,2018-08-08 14:06:30,我觉得，义务教材也应该有常见灾害的识别及避险方法。,0,0,wb
684,75,懒-图图,浙江杭州,60.186.206.204,2018-08-08 14:06:17,买房不用贷款嘛？买房才是真的靠借贷过活吧。现在有多少钱消费多少，不是才是真的脚踏实地嘛[摊手],0,0,wb
685,75,废崔_deadpool,四川成都,118.114.250.16,2018-08-08 14:05:55,我也记得读书的时候老师还教我们要学国外提前消费懂得享受生活blahblah的…突然翻脸不认人[允悲],1,1,wb
686,75,大西瓜爱吃橙,广东深圳,117.136.40.181,2018-08-08 14:05:41,不是学区划分，哪里需要再买房，我和老公住着公公给的接近一亩小院养着狗多开心。暂时不考虑生娃买房，一年出去旅行几次，想做饭了做饭，不想做饭就出去吃。买美美的衣服喜欢的包，两口子开开心心的，并不想买房,2,2,wb
687,75,CIRCLE-ho,广东东莞,112.97.217.2,2018-08-08 14:05:15,没有全款提房的能力下我还是先全款买件Gucci背着叭[作揖]告辞。,0,0,wb
688,75,饼哥哥要吃饼,广东佛山,119.126.168.212,2018-08-08 14:05:13,把年轻人都灭了，就是你们的绝代天下了，加油，创建一个没有后代的国家吧，相信自己，你们可以的！[二哈],1,1,wb
689,75,汉和1644,陕西西安,36.46.23.91,2018-08-08 14:04:47,恰恰相反,0,0,wb
690,76,ssssss温温,陕西西安,1.83.1.130,2018-08-08 14:04:43,拉动内需的时候就鼓吹消费主义，需要人买房的时候就怪年轻人太爱花钱不攒钱买房，啥话都让你说完了[摊手],0,0,wb
691,76,本命钩子大金毛,广东佛山,117.136.31.121,2018-08-08 14:04:02,mdzz？[费解],0,0,wb
692,76,马列主义在治疗脑残中的应用,浙江杭州,58.101.42.50,2018-08-08 14:04:02,没用最新款的智能手机 对不起,0,0,wb
693,76,klyommoon,江苏苏州,223.104.145.147,2018-08-08 14:03:58,大学生不赚钱还借高利贷进行高消费从任何角度来看都很可耻。但是有工作自己赚钱的社会人要怎么花钱，关国家屁事，是没给你交税还是怎么了。,2,2,wb
694,76,RainainLooop,重庆,119.85.26.76,2018-08-08 14:03:24,人在家中坐 锅从天上来[費解],0,0,wb
695,76,今天我说一点,美国伊利诺伊州,73.36.166.22,2018-08-08 14:03:23,为国背锅，光荣！,0,0,wb
696,76,羊洋洋漾,广东东莞,14.24.37.84,2018-08-08 14:03:09,人在家中坐，锅从天上来[跪了],0,0,wb
697,76,歌唱新时代,陕西西安,113.139.213.15,2018-08-08 14:03:05,标题不对，是某些有钱人有权人有势人带领的，年轻人只是带领了创新而已。,0,0,wb
698,76,光辉你是我唯一想要的船,新疆石河子,223.114.221.216,2018-08-08 14:02:59,对不起我们应该馒头咸菜省钱买房,0,0,wb
699,76,-不夙-,河北邯郸,221.193.152.11,2018-08-08 14:02:20,没抓住重点，0分[doge],0,0,wb
700,77,dingZS_552,福建泉州,110.84.65.38,2018-08-08 14:02:20,你这意思是贩毒的无罪，吸毒的背锅咯？十年前信用卡怎么发的呢，还给没经济收入的学生办信用卡，后来更过分了，各种贷？没人管？都死了？管制不严格韭菜收完了就一脚蹬了是吧,0,0,wb
701,77,大西瓜爱吃橙,广东深圳,117.136.40.181,2018-08-08 14:02:13,不是因为什么学区政策，会需要再买房？好了，现在娃也不想生，反正买不起。不买房的日子，一年旅游两三次，爱做饭了做饭，不想做饭出去吃，兴高采烈开开心心,0,0,wb
702,77,蹦扯扯蹦扯蹦扯扯扯扯,四川成都,210.41.97.254,2018-08-08 14:01:59,我也,0,0,wb
703,77,子归臾桑,山西太原,218.26.54.86,2018-08-08 14:01:59,迟早的事...我觉得他扣迟了，扣早点还能再忽悠一波人,0,0,wb
704,77,Chester_SSS,云南昆明,39.130.51.10,2018-08-08 14:01:56,全他妈怪年轻人咯？,0,0,wb
705,77,丶大大大大大大大大大哥别杀我,安徽合肥,220.180.229.131,2018-08-08 14:01:54,不要脸吼,0,0,wb
706,77,柠檬树爵士,香港,63.221.157.162,2018-08-08 14:01:47,抱歉，给国家添麻烦了,0,0,wb
707,77,纯阳宫老严修身养仙儿,广东广州,112.96.192.238,2018-08-08 14:01:36,这帮砖家血者可以死绝了[微笑],1,1,wb
708,77,比特币永远涨,广东广州,59.41.23.234,2018-08-08 14:01:28,我到现在用的还是黑白屏的诺基亚，穿的是某宝20块包邮纯棉T，最多只喝瓶三块钱的冰阔落，所以这锅我到底该不该接[二哈],0,0,wb
709,77,新高压锅,山东青岛,182.40.43.68,2018-08-08 14:01:12,可找着原因了，原来是年轻人搞的鬼。,0,0,wb
710,78,优秀党员田佳凉子,山西太原,183.202.2.164,2018-08-08 14:01:00,算了一下不吃不喝五十年买房而且要无病无灾,0,0,wb
711,78,相葉木子鱼,湖南邵阳,61.240.239.178,2018-08-08 14:00:57,我不是茅坑[允悲][允悲],0,0,wb
712,78,Satan探戈,安徽合肥,36.60.223.126,2018-08-08 14:00:54,？？？不要脸,0,0,wb
713,78,-Bruh,浙江杭州,182.49.51.92,2018-08-08 14:00:52,gnps,1,1,wb
714,78,写丘与山,福建福州,220.113.189.131,2018-08-08 14:00:50,这小编别是个傻子吧,0,0,wb
715,78,-这个手刹不太灵-,江苏南京,58.240.26.94,2018-08-08 14:00:49,确定是中国年轻人带领？？？？无力吐槽,0,0,wb
716,78,侯雁濒,河北石家庄,223.104.13.250,2018-08-08 14:00:47,想当韭菜，交不起房贷！[吃惊][吃惊][吃惊],0,0,wb
717,78,Purple_Gx,广东深圳,183.47.44.228,2018-08-08 14:00:47,等这些老不死的都死光了 你看看中国发展如何,1,1,wb
718,78,马乐隔壁大烧饼,浙江杭州,112.10.210.203,2018-08-08 14:00:40,年轻人不好骗吗？说的也没错啊。钱不够花就借，还不了就怪借贷公司催，文章里也没有说要你存钱买房吧？,0,0,wb
719,78,Sir_sen,重庆,223.104.249.250,2018-08-08 14:00:14,哦，做韭菜真难,0,0,wb
720,79,Heiyaohua,广西北海,180.137.113.230,2018-08-08 13:59:54,四海为家[吃瓜],0,0,wb
721,79,TurntoC,江苏苏州,223.104.146.60,2018-08-08 13:58:55,[微笑]说到家庭负债率，这一大部分是房贷吧,0,0,wb
722,79,就酱啊w,江西南昌,118.212.211.240,2018-08-08 13:58:36,那就如他们所愿，让中国再无年轻人就是了，这样国家就不会有危机了。,28,30,wb
723,79,ssssss温温,陕西西安,222.41.155.43,2018-08-08 13:58:26,星巴克：？？？,0,0,wb
724,79,-陳植樹,福建龙岩,110.84.244.245,2018-08-08 13:57:06,我们该准备口语了,0,0,wb
725,79,Lee-lay,湖北武汉,59.174.88.3,2018-08-08 13:56:54,不是每个人都是这样的,0,0,wb
726,79,Deep_crazy,天津,60.26.165.73,2018-08-08 13:56:07,一天到晚辛辛苦苦工作赚钱还是买不起房，现在就连喝杯咖啡用个手机都有错了，最可怕的还要求我们这群败家子勒紧裤腰带生孩子把悲惨生活传给下一代，真棒,20,20,wb
727,79,用户6017373820,云南临沧,39.128.137.211,2018-08-08 13:55:43,为何不说中国让年轻人为房贷车贷压弯了腰？,0,0,wap
728,79,GraceYou_,湖北襄阳,27.27.13.197,2018-08-08 13:51:58,不买房不生孩子😂,1,1,wb
729,79,发条子_Min,江苏连云港,218.92.74.230,2018-08-08 13:51:58,买个手机就经济衰退了。。他怎么不说房子[吐],2,2,wb
730,80,傲娇康康CON,江苏无锡,49.66.19.177,2018-08-08 13:51:53,我有钱 但是房子太贵了 还房贷累死了，我还是自由自在比较好[思考],0,0,wb
731,80,基本上就是这样,福建福州,218.85.67.250,2018-08-08 13:51:45,喝一年星爸爸也顶不上你们中老年随手买套房[吃瓜],1,1,wb
732,80,周爆,湖北武汉,27.18.167.24,2018-08-08 13:51:45,不准消费。等我贬值,0,0,wb
733,80,红豆有麻麻,湖北武汉,121.60.32.246,2018-08-08 13:51:33,我努努力可以换手机喝咖啡，可是努力到死，可能都攒不够首付,2,4,wb
734,80,ID而已别太在意,英国英格兰,90.205.94.26,2018-08-08 13:50:44,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈今日沙雕标题,0,0,wb
735,80,woodside_g,内蒙古包头,1.25.49.158,2018-08-08 13:49:58,@JoJo好学生 [doge][doge][doge]yuebaobao,0,0,wb
736,80,币升客,广东广州,59.41.23.234,2018-08-08 13:49:52,这届年轻人不行啊，居然不买房，这一口大锅从天上来[doge][doge][doge][doge],0,0,wb
737,80,你有智障般的魅力啊,江西宜春,39.178.90.150,2018-08-08 13:49:26,哈哈哈哈哈。,0,0,wb
738,80,比特币凯撒,福建福州,140.243.239.143,2018-08-08 13:48:07,锅从天上来[费解][费解][费解],0,0,wb
739,80,如果说stronger,山东菏泽,27.206.177.211,2018-08-08 13:47:57,[doge]说的这些什么智能手机、大牌衣服、星巴克都特么值钱么？这都是最基础、最正常的消费好么？最能拖住年轻人的是什么心里没点数么？是房子，是房贷！！[吃瓜],0,0,wb
740,83,ivis--a孞,湖北武汉,113.57.247.226,2018-08-08 13:44:42,我是中年人。。。,0,0,wb
741,83,幼儿园大宝贝儿,天津,60.24.130.247,2018-08-08 13:44:41,一路走好,0,0,wb
742,83,mighty要让10万人又瘦又好看,北京,114.242.173.98,2018-08-08 13:44:34,这个锅背的实诚,0,0,wb
743,83,洋芋凤凤,黑龙江齐齐哈尔,42.102.247.21,2018-08-08 13:44:33,财经频道就出这种水平的文章，天天一帮专家在那都研究的如何甩锅？真是甩的天衣无缝，牛叉的很。,0,0,wb
744,83,什么时候能好好学习当个学霸,上海,223.104.212.14,2018-08-08 13:44:04,然后年轻人开始存钱，你又说不消费导致危机是吗？,0,0,wb
745,83,你也喜欢喝可乐呀,天津,117.136.54.29,2018-08-08 13:43:51,怎么就能做到不管咋样都是年轻人的错呢[费解][费解]前两年说年轻人就知道苦哈哈攒钱，现在说年轻人就知道借贷[费解][费解]年轻人是不该活着还是咋的,0,0,wb
746,83,十月十日de春天,北京,223.71.249.186,2018-08-08 13:43:44,确定不是国家带着年轻人走向危机么，向这个宣战，向那个宣战的，死的都是老百姓,1,1,wb
747,83,第三适任者碇真嗣,四川成都,110.185.172.147,2018-08-08 13:43:32,编辑家里司马了嘛？能写出这种文章？[呵呵],0,0,pc
748,83,冰川_小龙,北京,124.64.16.50,2018-08-08 13:43:21,哈哈哈，房贷也别贷了吧，别买了,0,0,wb
749,83,唐椰子,湖南湘潭,113.245.18.113,2018-08-08 13:43:20,去死吧,0,0,wb
750,84,曾猴儿,江苏南京,121.225.24.100,2018-08-08 13:43:02,你喝茶试试 真的喝不起,0,0,wb
751,84,不嗑CP会死6527405107,浙江杭州,58.100.37.70,2018-08-08 13:42:34,安心攒钱买房不也是巨额债务吗？反正都要负债，多点少点有区别吗？,0,0,wb
752,84,笑兮若梦,湖南衡阳,110.53.93.62,2018-08-08 13:42:34,呵呵，这是好处自己用，锅给我们背？,0,0,wb
753,84,宁愿凉薄,山东潍坊,111.15.36.142,2018-08-08 13:42:31,@灰葵  看评论[嘻嘻],0,0,wb
754,84,1899的纹身,四川成都,171.210.204.159,2018-08-08 13:42:16,当韭菜就要有当韭菜的本分，好好生长让国家收割,1,1,wb
755,84,猿先生丶,广东广州,14.16.93.114,2018-08-08 13:41:35,最大最多的贷款不是房子和车子吗？其他东西几十几百几千几万要贷款！？真睿智,0,0,wb
756,84,清辉照裳,北京,111.196.66.172,2018-08-08 13:41:29,我们小时候听的还是中国老太太攒钱买房美国老太太贷款买房的故事，从那时才知道借贷消费。,6,6,wb
757,84,游走的鱼爱快乐,北京,43.246.231.197,2018-08-08 13:41:29,难道借的人都不还钱不付利息？锅不好乱甩的！,0,0,wb
758,84,狂奔兔ivy,河北石家庄,175.188.162.152,2018-08-08 13:41:07,挺你,0,0,wb
759,84,这昵称可以吧,浙江金华,125.117.13.7,2018-08-08 13:40:42,这是要我们背锅啊@吾娇18,1,1,wb
760,85,南方再也不来,浙江,112.17.239.143,2018-08-08 13:40:36,那你是说，当初我妈没钱做手术，我还“可耻”的去贷了款，尽管我没有逾期都还清了，可是我当初还是不应该救我妈？？？[费解],0,0,wb
761,85,独行君子_,江苏南京,122.97.178.112,2018-08-08 13:40:09,三线城市，一平就上万的房子，合理吗？房子的事情却不提，怪那些生活的东西。自己本身就有太多不足，还甩锅年轻人。贷款自己既然能借那就要能还！还不了的就该怎么来就怎么来。也要把控好借贷平台吧[摊手],0,0,wb
762,85,如輕風徜徉,河南郑州,223.88.45.8,2018-08-08 13:39:05,买房？？[费解][费解],0,0,wb
763,85,Azzurri,北京,223.104.3.207,2018-08-08 13:38:52,星巴克先动手的！,0,0,wb
764,85,Qwling,广东汕头,59.35.84.206,2018-08-08 13:38:26,哐啷一口锅,0,0,wb
765,85,核弹元首黄仁勋,广西柳州,113.13.73.236,2018-08-08 13:38:12,诶 有些人是真看不到有一套自己的房子的希望哇。。房价高到不吃不喝都买不起 那还不如活开心点咯,0,0,wb
766,85,兄弟一斤理想要多少钱,新加坡,111.65.39.193,2018-08-08 13:37:50,吃你家饭了？,1,1,wb
767,85,要炸不要胡,山东青岛,112.6.124.184,2018-08-08 13:37:49,就是买不起房子我还不能买杯星爸爸了,1,1,wb
768,85,滚筒005号,四川成都,118.114.104.166,2018-08-08 13:37:46,有事吗，那作者有想过年轻人为什么要通过风险极高的途径去借贷吗？,0,0,wb
769,85,老啰啰嘣木哏,山东济南,111.14.189.191,2018-08-08 13:37:45,车祸不轻看来[偷笑],0,0,wb
770,86,让我安静地当个土豆,江西鹰潭,117.164.150.96,2018-08-08 13:37:09,钱都在p2p里呢！,0,0,wb
771,86,belord吳先生,广东揭阳,113.101.38.39,2018-08-08 13:37:00,贷款买房就是最大债务！[吃瓜],2,2,wb
772,86,全都是坂田银时臣的错,广东深圳,121.15.180.147,2018-08-08 13:36:28,90后最强背锅侠,0,0,wb
773,86,晴个个s,河北沧州,124.238.1.203,2018-08-08 13:36:17,小心[doge],0,0,wb
774,86,金金金金克丝呀,贵州遵义,106.32.235.255,2018-08-08 13:36:17,说的好像不买手机衣服包包就能买得起房似的,0,0,wb
775,86,季康chen,湖北襄阳,117.152.41.82,2018-08-08 13:36:10,@嘉惜西  ？？？？？,1,1,wb
776,86,鸡腿大婶,浙江宁波,39.187.104.153,2018-08-08 13:35:40,买不起房是拖了国家的后腿，买不起最新版的智能手机、穿不起大牌衣服、不爱在星巴克自拍是拖了年轻人的后腿。打扰了[米奇大哭],2,2,wb
777,86,我家有个帅叔叔,吉林松原,111.27.146.83,2018-08-08 13:35:39,突然清醒[笑而不语],0,0,wb
778,86,不规则沙沙,广东佛山,14.223.176.134,2018-08-08 13:35:24,对比起房贷，其他的也叫庞大债务？,2,2,wb
779,86,糖水黄桃小姐吃土中,重庆,223.104.250.178,2018-08-08 13:35:24,年轻人最高额的消费贷款不就是买房么？,1,1,wb
780,87,草草石,江苏南京,117.136.45.102,2018-08-08 13:35:23,我家除了房贷以为没有任何债务,2,2,wb
781,87,偏执狂沉迷吃鸡,江苏南京,36.149.1.13,2018-08-08 13:35:23,你知道我爸得知我使用花呗时那个沉重的语气吗？就好像农村父亲第一次知道儿子贷款买房的那种复杂感受。,0,0,wb
782,87,玄清子l,天津,218.69.74.97,2018-08-08 13:35:21,あなたが死んだ祖母はムスリンに転がっながら輪姦した[憧憬],0,0,wb
783,87,后青春期的诗-May,河南开封,61.158.149.11,2018-08-08 13:34:41,这锅我们可不背，不买房吃喝玩乐难道不更好，生不带来死不带去的快乐多重要,1,1,wb
784,87,加菲愛吃小鱼鱼,浙江嘉兴,122.238.65.120,2018-08-08 13:33:28,小县城，工资3600，房价18000[拜拜],2,2,wb
785,87,善见城_老杨,上海,116.230.223.253,2018-08-08 13:33:17,哈哈哈哈哈,0,0,wb
786,87,神無二十三日月,日本,126.247.7.9,2018-08-08 13:33:14,真是对不起了。当年大学校招被某保险公司说，“在座的各位，努力工作的话也能像我们的销售第一名那样，每月赚三千元”。听罢，怒发冲冠，克服重重困难出了国，才好过上了体面的生活。,2,2,wb
787,87,killjapan1945815,香港,124.217.189.22,2018-08-08 13:31:48,至少我是看不起。一瓶可乐5块，你花20块买，然后拿着那瓶可乐自拍发朋友圈,0,0,wb
788,87,九十八__,香港,124.244.209.7,2018-08-08 13:31:07,这种言论实在是令人心寒,0,0,wb
789,87,fjsnvjakxnalxhdknfkaj,山东青岛,39.88.163.148,2018-08-08 13:31:05,我都八十了，干嘛啊,0,0,wb
790,88,rommel1891,北京海淀,223.20.44.159,2018-08-08 13:30:56,千玺一代谁挣钱了[允悲][允悲][允悲],0,0,wb
791,88,一对儿小甜梨,北京,219.141.236.157,2018-08-08 13:30:55,怀疑关注错人,0,0,wb
792,88,刀疤curtis,四川成都,117.136.64.93,2018-08-08 13:30:48,哈哈哈,0,0,wb
793,88,Oct3th,河南郑州,115.60.182.57,2018-08-08 13:30:07,拉动经济的重要力量,0,0,wb
794,88,____阿犇,广东深圳,119.123.127.89,2018-08-08 13:29:48,对不起，我不该贷款买房，应该赚钱租房,0,0,wb
795,88,Peanut-ding,河北秦皇岛,120.6.229.55,2018-08-08 13:29:43,哈哈,0,0,wb
796,88,玄清子l,天津,218.69.74.97,2018-08-08 13:29:19,祝您“儿孙满堂”[爱你],0,0,wb
797,88,一枚樱桃子呀,湖南长沙,119.39.248.6,2018-08-08 13:29:14,房子很诱人 贷款利息也很可怕,0,0,wb
798,88,别吵醒了记忆_,湖南常德,113.221.82.163,2018-08-08 13:28:46,谁发的文章？可以辞职了。,0,0,wb
799,88,当此风雨正归程_up_up,陕西西安,113.200.106.202,2018-08-08 13:28:33,难道要为国接盘,0,0,wb
800,89,一只柠檬ZZJ,山西太原,171.120.159.223,2018-08-08 13:27:28,啊？,0,0,wb
801,89,一只柠檬ZZJ,山西太原,171.120.159.223,2018-08-08 13:26:20,来啊,0,0,wb
802,89,年华痴妄,江苏南京,49.90.90.214,2018-08-08 13:25:43,年纪轻轻，杜绝生活感受，要好好奋斗的咧[doge],0,0,wb
803,89,不会游泳的小鸦子,浙江,223.104.247.142,2018-08-08 13:25:30,每一代都会被这样说一通,0,0,wb
804,89,_Nnnnormal,江苏南京,180.102.117.241,2018-08-08 13:24:26,星巴克买个咖啡没啥好拍照的吧 不是应该就是很日常的事情嘛,1,1,wb
805,89,sominc,辽宁沈阳,124.92.152.115,2018-08-08 13:23:11,我感觉什么不好都要算在年轻一代的头上,0,0,wb
806,89,一只柠檬ZZJ,山西太原,171.120.159.223,2018-08-08 13:23:04,怕是你连个星巴克也买不起吧,0,0,wb
807,89,希望的梦花开,河南开封,61.158.146.231,2018-08-08 13:22:32,人在锅中坐，锅从锅中来。,0,0,wb
