,ip,agree,nick,content,usertype,time,page,area
561,180.97.201.6,0,脑洞深渊里的麦哥,出国了还能说你资产转移呢[摊手],wb,2018-08-08 15:12:35,63,江苏苏州
562,124.64.16.50,1,冰川_小龙,舆论掌握在🐶嘴里,wb,2018-08-08 15:12:25,63,北京
563,218.29.37.251,0,吳钩之铓,怎么能查美国住户的水表？,wb,2018-08-08 15:12:18,63,河南南阳
564,124.239.251.65,0,有疾君,你怎么才40岁,wb,2018-08-08 15:12:18,63,河北廊坊
565,117.136.40.150,0,Q的一些事一些情,这世界终究是他们的,wb,2018-08-08 15:12:07,63,广东广州
566,180.175.177.164,0,AgentRosssss,娘昨天还说我们这一代没有远大志向。,wb,2018-08-08 15:12:02,63,上海
567,223.104.216.186,0,反重力羊,对不起我的国，贷款买房我有罪。,wb,2018-08-08 15:12:00,63,四川
568,106.120.30.138,0,表白每一天,哈哈哈哈,wb,2018-08-08 15:11:34,63,北京
569,36.56.223.100,2,浮生适意,天天喝稀粥买房才对嘛？,wb,2018-08-08 15:11:34,63,安徽六安
570,116.249.142.118,2,那年那个我,真正的危机在于年轻人创造的价值不断被资本市场稀释，房地产就是最好的例子，年轻人将要付出更大的代价获得生存空间,wb,2018-08-08 15:11:28,64,云南昆明
571,115.48.91.160,0,YMM客源_f35, 喜欢的呢，真好,wb,2018-08-08 15:10:45,64,河南漯河
572,58.56.241.198,1,Forever情人草,我日，这锅是硬砸在头上了,pc,2018-08-08 15:10:32,64,山东德州
573,117.157.101.15,0,拖地就是Jones,为什么要借贷消费，有多大锅下多大的米,wb,2018-08-08 15:10:15,64,甘肃兰州
574,183.160.250.189,1,风雨下_潮涨,活久见系列,wb,2018-08-08 15:10:09,64,安徽合肥
575,128.250.0.218,1,穆宁R,一边怪我们啃老，一边让我们买房，首付靠分配吗？,wb,2018-08-08 15:09:41,64,澳大利亚
576,175.0.98.220,0,失去爱情的篮球手,按耐住自己一颗一心追求AJ的心 ,wb,2018-08-08 15:06:04,64,湖南长沙
577,219.153.176.26,0,猫奴癌晚期摩杰西,看评论笑死了@间切雾,wb,2018-08-08 15:05:39,64,重庆
578,113.56.20.43,0,瓷娃娃猫依,中国什么时候靠年轻人带领了…,wb,2018-08-08 15:05:32,64,湖北咸宁
579,101.246.184.220,1,Ex潮鞋铺_,90后已经不在年轻了  而且90觉得比老一辈真的强多了  认真刻苦钻研玩乐 没有80的软弱 没有00的稚气,wb,2018-08-08 15:05:08,64,辽宁沈阳
580,115.60.19.194,0,阿倾今天加班了吗,反正房子住父母的也没什么不好（。）,wb,2018-08-08 15:05:03,65,河南郑州
581,139.214.254.167,1,____ORANGE橙,哇真是不要脸，关注了来骂，我自己挣的钱我怎么花你还想管管？能不能多想想怎么完善下政策法律，在这每天怪这个怪那个甩锅,wb,2018-08-08 15:04:13,65,吉林
582,223.104.108.143,0,不止·柒,好害怕噢，一棒子想打死全中国的年轻人呢,wb,2018-08-08 15:04:01,65,河南
583,220.180.50.143,0,没头脑的小李,怎么能这么说！你还是不是中国人,wb,2018-08-08 15:03:45,65,安徽合肥
584,106.119.47.85,0,不瘦到70kg不改名的ZuoRio_,借用宫阁的歌词，不过是犯了错，我们都是承担的一代[摊手],wb,2018-08-08 15:03:31,65,河北衡水
585,61.153.50.74,0,Antares1906,感感觉遭受到了降智打击,wb,2018-08-08 15:03:28,65,浙江嘉兴
586,61.148.243.247,0,空中飞奔的鱼,要不要脸,wb,2018-08-08 15:03:20,65,北京
587,223.88.58.94,0,大白5591553114,呵呵,wb,2018-08-08 15:03:00,65,河南郑州
588,60.177.108.238,0,彭于晏亲女友,我就算不喝星巴克 我也买不起房啊  这怪我们消费吗 怎么不怪炒房的??,wb,2018-08-08 15:02:58,65,浙江杭州
589,223.104.145.107,2,迷路的雪候鸟,前几天还看到有媒体说，年轻人消费力不足，因为都在还房贷，怎么这又说不买房乱花钱？[允悲][笑cry][笑而不语],wb,2018-08-08 15:01:37,65,江苏苏州
590,115.191.253.180,0,氵可蟹不知肉滋味,我都没看到机会，怎么走向危机。,pc,2018-08-08 15:01:26,66,湖北武汉
591,113.89.6.247,1,墨池微沫,啊，以后不买房就会被判刑吗？,wb,2018-08-08 14:58:20,66,广东深圳
592,61.141.65.138,0,荼宝宝的康复路,不生人口老龄化严重,wb,2018-08-08 14:57:42,66,广东深圳
593,223.104.3.195,0,用户647846478434381,对不起，带不动[拜拜],wb,2018-08-08 14:57:28,66,北京
594,182.204.171.145,4,Natsu_IRO,攒着买手机和星巴克的钱就能买房了还是咋滴？,wb,2018-08-08 14:56:45,66,辽宁抚顺
595,58.56.241.198,0,单手婕拉,对啊，怪我们年轻人干什么？,pc,2018-08-08 14:55:17,66,山东德州
596,49.95.134.174,0,斌哥居然,能全款买房的话，谁也不想贷款买啊,wb,2018-08-08 14:54:12,66,江苏南京
597,113.57.244.149,0,KobeYesForever8,哈哈哈哈哈哈哈哈对啊 我们是老年人,wb,2018-08-08 14:53:50,66,湖北武汉
598,223.104.146.149,0,火星的小蘑菇,搞笑的舆论,wb,2018-08-08 14:53:46,66,江苏
599,223.104.146.149,0,火星的小蘑菇,没错,wb,2018-08-08 14:53:41,66,江苏
600,117.27.245.186,0,芝士饼干夹心脆,天将一口大锅[费解],wb,2018-08-08 14:51:52,67,福建福州
601,112.96.100.78,2,我是皮皮喜,人在家中坐，锅从天上来,wb,2018-08-08 14:51:26,67,广东广州
602,223.104.63.197,0,雁回秦始,过来接锅，@帕丁森爱德华,wb,2018-08-08 14:47:56,67,广东
603,183.197.149.25,0,阿光要努力变强,放你妈的屁,wb,2018-08-08 14:47:32,67,河北廊坊
604,139.214.251.55,0,董敬源_,哈哈哈哈哈哈哈哈哈哈哈哈哈,wb,2018-08-08 14:46:41,67,吉林
605,123.114.187.88,0,赵小懒zmy,好像国外年轻人都省吃俭用买房了一样,wb,2018-08-08 14:45:48,67,北京
606,218.107.55.254,0,Charloooooo_,本届韭菜不好骗，必将他们批倒批臭,wb,2018-08-08 14:45:13,67,广东广州
607,59.52.71.32,0,法斯plus,嘿呀，就很气,wb,2018-08-08 14:44:58,67,江西南昌
608,119.131.90.67,0,我的浅浅啊,不结婚不生孩子你能咬我啊,wb,2018-08-08 14:44:55,67,广东广州
609,180.175.178.28,1,Bigman1116,年轻人不该背这锅吧。中国谁是领路人找谁呗,wb,2018-08-08 14:44:45,67,上海
610,110.229.26.201,1,ICUER-,别担心别担心 地方政府债务危机比咱们欠的这点儿蚂蚁花呗多多了😂😂,wb,2018-08-08 14:44:23,68,河北保定
611,220.195.67.93,0,瞻Ace,美国老太太,wb,2018-08-08 14:44:23,68,内蒙古呼和浩特
612,60.255.160.36,0,廖奕帆1948,一分钱不用看谁能气死谁,wb,2018-08-08 14:43:17,68,四川成都
613,36.149.128.161,0,kankankankanrenao,这文章TM是谁写的？,wb,2018-08-08 14:43:12,68,江苏南京
614,112.14.77.10,0,坚忍的豆芽,？？？？？？？？？？？,wb,2018-08-08 14:42:07,68,浙江温州
615,112.64.68.42,0,日月木同,别用把自己归于受害者，阳光点不好吗？,wb,2018-08-08 14:42:03,68,上海
616,117.136.8.153,1,冰柜里的可乐被喝完了,从消费主义延伸到P2P，不知道到底是在diss什么[笑cry],wb,2018-08-08 14:41:33,68,上海
617,112.10.196.206,0,花生米米吖,也是作孽[允悲],wb,2018-08-08 14:41:26,68,浙江杭州
618,27.17.215.205,1,樱错雪-,？？？年轻人带领？？？不背这口锅,wb,2018-08-08 14:41:25,68,湖北武汉
619,210.22.164.242,0,O_oInkMore,有的年轻人存钱 有的不存钱但是用钱去买经历买体验 有的就是单纯的虚荣虚伪拜金拜颜把钱花在哪很重要 扛风险的能力也很重要,wb,2018-08-08 14:40:49,68,上海
620,117.136.101.124,1,荒年与歌i,我他妈躺着也背锅？,wb,2018-08-08 14:39:13,69,安徽合肥
621,58.241.94.38,0,无西瓜籽_,原来都是星巴克的错 懂了[赞],wb,2018-08-08 14:39:12,69,江苏常州
622,113.200.72.14,0,烟雨平生-谁怕,啥意思？？年轻人靠借贷满足对美好生活的向往？？避重就轻了吧～,wb,2018-08-08 14:39:04,69,陕西西安
623,120.220.28.6,0,小迷弟努力飞,生孩子，生孩子，生孩子,wb,2018-08-08 14:39:00,69,山东临沂
624,60.162.93.86,0,热心网友茶某,笑死了 人在家中坐 锅从天上来,wb,2018-08-08 14:38:38,69,浙江台州
625,110.186.125.250,0,H-N126,除了星巴克 其他的我都没有[失望]不配做年轻人了,wb,2018-08-08 14:38:20,69,四川绵阳
626,61.148.243.1,0,Orchid一Moon,大企业没不借贷的吧，一个大企业50%的负债率就相当于多少屌丝一辈子借的钱了，怎么好意思发这种东西？看着自己的信用卡额度问问自己能借多少钱[笑cry]打出这行字不心酸么,wb,2018-08-08 14:38:09,69,北京
627,117.136.61.120,0,七月的清然,省钱当接盘侠啊？,wb,2018-08-08 14:37:37,69,河南
628,223.104.5.249,0,齐齐在东北玩泥巴,没事，我们已经是青年人了，没看报道里说的是千禧世代吗,wb,2018-08-08 14:37:28,69,上海
629,58.35.208.64,0,罗汉仙娃z,老婆别生气,wb,2018-08-08 14:36:33,69,上海
630,1.58.79.81,0,轻轻达么,呵呵,wb,2018-08-08 14:35:10,70,黑龙江哈尔滨
631,223.104.23.203,0,我又不会撩人,对不起，拖您后腿了[泪],wb,2018-08-08 14:33:20,70,海南三亚
632,140.243.36.67,0,满堂飘花醉看三千客,搞得好像老一代不借贷过日子一样,wb,2018-08-08 14:32:21,70,福建福州
633,124.65.148.182,1,Leon大苏妲己,刚刚看了一篇什么少年娘则国娘的文章，娘炮也在带领国家走向危机，笑死我了。,wb,2018-08-08 14:31:57,70,北京
634,223.104.185.167,1,ButyricModo,别这么说自己[允悲],wb,2018-08-08 14:31:52,70,山东临沂
635,123.147.248.41,0,今天也依然喜欢居老师,[费解]被油腻中年diss垮掉的一代现在又说带领危机的了,wb,2018-08-08 14:31:29,70,重庆
636,221.224.122.162,0,枫言芳菲,说话那么直白干嘛！,wb,2018-08-08 14:30:37,70,江苏苏州
637,1.203.64.132,0,王晓旭MusiX,对不起，这个锅真没法背....,wb,2018-08-08 14:30:33,70,北京
638,39.130.117.251,0,熬夜晚睡专家,怪我们娇生惯养,wb,2018-08-08 14:30:03,70,云南昆明
639,218.89.235.123,0,黎嗯娜,九零后不需要买房。父母早就把房子准备好了。所以他们只需要消费消费就够了,wb,2018-08-08 14:29:54,70,四川成都
640,59.42.36.169,0,KICKurASasshole,好多人没有看文章……,wb,2018-08-08 14:29:37,71,广东广州
641,117.136.61.69,0,咕_咕咕咕哒,一条不中，我怀疑我到底是不是90后[黑线],wb,2018-08-08 14:29:24,71,河南
642,117.136.82.244,0,Evandayer,可笑,wb,2018-08-08 14:29:23,71,四川成都
643,115.231.19.244,0,区块创投仝春,年轻人都应该去买房就行了。[允悲],wb,2018-08-08 14:24:11,71,浙江湖州
644,61.158.147.193,0,嶌与海,这个锅我们不背！辛辛苦苦赚来的钱 一没偷二没抢三也没做违法的事情 凭自己劳动换来的钱不能偶尔犒劳一下自己去个星巴克照照相发发自拍了？,wb,2018-08-08 14:23:38,71,河南开封
645,106.11.41.206,0,武啦啦-nana,要脸会死系列········,wb,2018-08-08 14:23:04,71,北京
646,117.136.66.170,0,鲁提辖拳打镇关西628,打击一大片嘛,wb,2018-08-08 14:22:54,71,江苏泰州
647,117.136.72.230,0,-Pigeon,嚯，当头一个平底锅,wb,2018-08-08 14:21:32,71,云南
648,122.238.190.216,0,用户957zwswd,这是什么沙雕,wb,2018-08-08 14:21:26,71,浙江嘉兴
649,117.170.240.254,0,俊智王,幸福是奋斗出来的，年纪轻轻不去奋斗买房买车，就知道吃喝玩乐，搞资产阶级自由化，搞享乐主义。,wb,2018-08-08 14:21:26,71,江西萍乡
650,36.33.154.84,1,姗妹·,呸 我买不起房还不让买包吗@皮卡丘究极进化,wb,2018-08-08 14:20:49,72,安徽马鞍山
651,60.176.151.21,0,SmakCheng,我感觉出家是条好出路！能干的事更多[doge],wb,2018-08-08 14:20:00,72,浙江杭州
652,113.121.142.197,0,蓝国之恋冰咖啡,高级黑,wb,2018-08-08 14:19:45,72,山东泰安
653,114.219.26.110,1,Erebus_Chaos,你怎么能说出这么不要脸的话[允悲]我服了你,wb,2018-08-08 14:19:33,72,江苏苏州
654,116.25.98.95,0,微笑的零,牛逼,wb,2018-08-08 14:19:24,72,广东深圳
655,223.104.9.191,0,国士无双三师公,天灾飞锅！怎么都躲不掉,wb,2018-08-08 14:19:21,72,四川成都
656,113.5.4.149,0,-北坡,有点看不懂…迷…,wb,2018-08-08 14:19:18,72,黑龙江哈尔滨
657,73.43.63.252,0,没有现充的欧阳666,？？？年轻人背锅？,wb,2018-08-08 14:19:18,72,美国乔治亚
658,113.45.55.207,0,黑奇士司马子羽,。。。,wb,2018-08-08 14:19:06,72,北京海淀
659,106.121.1.127,0,舞庭前百长弓年少,评论都已经很到位了，不赘述。透支了大家一起死，不透支别人就去享乐了,wb,2018-08-08 14:18:32,72,北京
660,120.85.101.226,0,创领潮流,我没买房也没睡天桥啊,wb,2018-08-08 14:18:24,73,广东广州
661,125.118.4.181,0,花花花花花花花一朵,人在公司坐，锅从天上来,wb,2018-08-08 14:17:42,73,浙江杭州
662,119.39.248.82,1,瘦不到90不改网名,@一位心态巨好的朋友 喵喵喵？,wb,2018-08-08 14:17:20,73,湖南长沙
663,49.79.14.136,0,亲爱的one,我要是月薪每个月10w还需要借贷？？？还延长退休年龄，怕不是想累死我们这一代,wb,2018-08-08 14:16:46,73,江苏南通
664,124.228.170.223,0,山月相依任琦行,哇哦,wb,2018-08-08 14:15:35,73,湖南衡阳
665,101.206.169.50,0,马猴少年喝烧酒,人身攻击我，举报了,wb,2018-08-08 14:15:31,73,四川成都
666,116.226.68.98,0,才要厉害了,扯犊子,wb,2018-08-08 14:15:01,73,上海
667,24.68.249.216,0,前置前驱,我买不起房子还不让我买手机衣服？[费解][费解],wb,2018-08-08 14:14:30,73,加拿大不列颠哥伦比亚
668,171.8.72.180,0,B-F大笑,哈哈哈哈哈哈哈,wb,2018-08-08 14:14:29,73,河南郑州
669,220.115.233.36,0,国际知名打哏表演艺术家,为了国家，不生孩子了，省的他们出来祸害祖国。,wb,2018-08-08 14:14:28,73,天津塘沽
670,60.162.223.101,1,声控癌晚期的米优酱,？？咱俩又不借钱？？你要买什么大物件吗？？,wb,2018-08-08 14:09:51,75,浙江台州
671,116.24.36.55,1,杨记粮铺,搞笑了，居然认为贷款拿来消费，这么高的贷款难道不是因为都在房贷上吗？编辑真是搞笑了,pc,2018-08-08 14:08:28,75,广东深圳
672,101.81.220.91,0,鲨鱼丸丸,哈哈哈，我笑了,wb,2018-08-08 14:07:34,75,上海
673,116.2.215.230,0,HomeAnimator,我觉得，义务教材也应该有常见灾害的识别及避险方法。,wb,2018-08-08 14:06:30,75,辽宁沈阳
674,60.186.206.204,0,懒-图图,买房不用贷款嘛？买房才是真的靠借贷过活吧。现在有多少钱消费多少，不是才是真的脚踏实地嘛[摊手],wb,2018-08-08 14:06:17,75,浙江杭州
675,118.114.250.16,1,废崔_deadpool,我也记得读书的时候老师还教我们要学国外提前消费懂得享受生活blahblah的…突然翻脸不认人[允悲],wb,2018-08-08 14:05:55,75,四川成都
676,117.136.40.181,2,大西瓜爱吃橙,不是学区划分，哪里需要再买房，我和老公住着公公给的接近一亩小院养着狗多开心。暂时不考虑生娃买房，一年出去旅行几次，想做饭了做饭，不想做饭就出去吃。买美美的衣服喜欢的包，两口子开开心心的，并不想买房,wb,2018-08-08 14:05:41,75,广东深圳
677,112.97.217.2,0,CIRCLE-ho,没有全款提房的能力下我还是先全款买件Gucci背着叭[作揖]告辞。,wb,2018-08-08 14:05:15,75,广东东莞
678,119.126.168.212,1,饼哥哥要吃饼,把年轻人都灭了，就是你们的绝代天下了，加油，创建一个没有后代的国家吧，相信自己，你们可以的！[二哈],wb,2018-08-08 14:05:13,75,广东佛山
679,36.46.23.91,0,汉和1644,恰恰相反,wb,2018-08-08 14:04:47,75,陕西西安
680,1.83.1.130,0,ssssss温温,拉动内需的时候就鼓吹消费主义，需要人买房的时候就怪年轻人太爱花钱不攒钱买房，啥话都让你说完了[摊手],wb,2018-08-08 14:04:43,76,陕西西安
681,117.136.31.121,0,本命钩子大金毛,mdzz？[费解],wb,2018-08-08 14:04:02,76,广东佛山
682,58.101.42.50,0,马列主义在治疗脑残中的应用,没用最新款的智能手机 对不起,wb,2018-08-08 14:04:02,76,浙江杭州
683,223.104.145.147,2,klyommoon,大学生不赚钱还借高利贷进行高消费从任何角度来看都很可耻。但是有工作自己赚钱的社会人要怎么花钱，关国家屁事，是没给你交税还是怎么了。,wb,2018-08-08 14:03:58,76,江苏苏州
684,119.85.26.76,0,RainainLooop,人在家中坐 锅从天上来[費解],wb,2018-08-08 14:03:24,76,重庆
685,73.36.166.22,0,今天我说一点,为国背锅，光荣！,wb,2018-08-08 14:03:23,76,美国伊利诺伊州
686,14.24.37.84,0,羊洋洋漾,人在家中坐，锅从天上来[跪了],wb,2018-08-08 14:03:09,76,广东东莞
687,113.139.213.15,0,歌唱新时代,标题不对，是某些有钱人有权人有势人带领的，年轻人只是带领了创新而已。,wb,2018-08-08 14:03:05,76,陕西西安
688,223.114.221.216,0,光辉你是我唯一想要的船,对不起我们应该馒头咸菜省钱买房,wb,2018-08-08 14:02:59,76,新疆石河子
689,221.193.152.11,0,-不夙-,没抓住重点，0分[doge],wb,2018-08-08 14:02:20,76,河北邯郸
690,110.84.65.38,0,dingZS_552,你这意思是贩毒的无罪，吸毒的背锅咯？十年前信用卡怎么发的呢，还给没经济收入的学生办信用卡，后来更过分了，各种贷？没人管？都死了？管制不严格韭菜收完了就一脚蹬了是吧,wb,2018-08-08 14:02:20,77,福建泉州
691,117.136.40.181,0,大西瓜爱吃橙,不是因为什么学区政策，会需要再买房？好了，现在娃也不想生，反正买不起。不买房的日子，一年旅游两三次，爱做饭了做饭，不想做饭出去吃，兴高采烈开开心心,wb,2018-08-08 14:02:13,77,广东深圳
692,210.41.97.254,0,蹦扯扯蹦扯蹦扯扯扯扯,我也,wb,2018-08-08 14:01:59,77,四川成都
693,218.26.54.86,0,子归臾桑,迟早的事...我觉得他扣迟了，扣早点还能再忽悠一波人,wb,2018-08-08 14:01:59,77,山西太原
694,39.130.51.10,0,Chester_SSS,全他妈怪年轻人咯？,wb,2018-08-08 14:01:56,77,云南昆明
695,220.180.229.131,0,丶大大大大大大大大大哥别杀我,不要脸吼,wb,2018-08-08 14:01:54,77,安徽合肥
696,63.221.157.162,0,柠檬树爵士,抱歉，给国家添麻烦了,wb,2018-08-08 14:01:47,77,香港
697,112.96.192.238,1,纯阳宫老严修身养仙儿,这帮砖家血者可以死绝了[微笑],wb,2018-08-08 14:01:36,77,广东广州
698,59.41.23.234,0,比特币永远涨,我到现在用的还是黑白屏的诺基亚，穿的是某宝20块包邮纯棉T，最多只喝瓶三块钱的冰阔落，所以这锅我到底该不该接[二哈],wb,2018-08-08 14:01:28,77,广东广州
699,182.40.43.68,0,新高压锅,可找着原因了，原来是年轻人搞的鬼。,wb,2018-08-08 14:01:12,77,山东青岛
700,183.202.2.164,0,优秀党员田佳凉子,算了一下不吃不喝五十年买房而且要无病无灾,wb,2018-08-08 14:01:00,78,山西太原
701,61.240.239.178,0,相葉木子鱼,我不是茅坑[允悲][允悲],wb,2018-08-08 14:00:57,78,湖南邵阳
702,36.60.223.126,0,Satan探戈,？？？不要脸,wb,2018-08-08 14:00:54,78,安徽合肥
703,182.49.51.92,1,-Bruh,gnps,wb,2018-08-08 14:00:52,78,浙江杭州
704,220.113.189.131,0,写丘与山,这小编别是个傻子吧,wb,2018-08-08 14:00:50,78,福建福州
705,58.240.26.94,0,-这个手刹不太灵-,确定是中国年轻人带领？？？？无力吐槽,wb,2018-08-08 14:00:49,78,江苏南京
706,223.104.13.250,0,侯雁濒,想当韭菜，交不起房贷！[吃惊][吃惊][吃惊],wb,2018-08-08 14:00:47,78,河北石家庄
707,183.47.44.228,1,Purple_Gx,等这些老不死的都死光了 你看看中国发展如何,wb,2018-08-08 14:00:47,78,广东深圳
708,112.10.210.203,0,马乐隔壁大烧饼,年轻人不好骗吗？说的也没错啊。钱不够花就借，还不了就怪借贷公司催，文章里也没有说要你存钱买房吧？,wb,2018-08-08 14:00:40,78,浙江杭州
709,223.104.249.250,0,Sir_sen,哦，做韭菜真难,wb,2018-08-08 14:00:14,78,重庆
710,180.137.113.230,0,Heiyaohua,四海为家[吃瓜],wb,2018-08-08 13:59:54,79,广西北海
711,223.104.146.60,0,TurntoC,[微笑]说到家庭负债率，这一大部分是房贷吧,wb,2018-08-08 13:58:55,79,江苏苏州
712,118.212.211.240,28,就酱啊w,那就如他们所愿，让中国再无年轻人就是了，这样国家就不会有危机了。,wb,2018-08-08 13:58:36,79,江西南昌
713,222.41.155.43,0,ssssss温温,星巴克：？？？,wb,2018-08-08 13:58:26,79,陕西西安
714,110.84.244.245,0,-陳植樹,我们该准备口语了,wb,2018-08-08 13:57:06,79,福建龙岩
715,59.174.88.3,0,Lee-lay,不是每个人都是这样的,wb,2018-08-08 13:56:54,79,湖北武汉
716,60.26.165.73,20,Deep_crazy,一天到晚辛辛苦苦工作赚钱还是买不起房，现在就连喝杯咖啡用个手机都有错了，最可怕的还要求我们这群败家子勒紧裤腰带生孩子把悲惨生活传给下一代，真棒,wb,2018-08-08 13:56:07,79,天津
717,39.128.137.211,0,用户6017373820,为何不说中国让年轻人为房贷车贷压弯了腰？,wap,2018-08-08 13:55:43,79,云南临沧
718,27.27.13.197,1,GraceYou_,不买房不生孩子😂,wb,2018-08-08 13:51:58,79,湖北襄阳
719,218.92.74.230,2,发条子_Min,买个手机就经济衰退了。。他怎么不说房子[吐],wb,2018-08-08 13:51:58,79,江苏连云港
720,49.66.19.177,0,傲娇康康CON,我有钱 但是房子太贵了 还房贷累死了，我还是自由自在比较好[思考],wb,2018-08-08 13:51:53,80,江苏无锡
721,218.85.67.250,1,基本上就是这样,喝一年星爸爸也顶不上你们中老年随手买套房[吃瓜],wb,2018-08-08 13:51:45,80,福建福州
722,27.18.167.24,0,周爆,不准消费。等我贬值,wb,2018-08-08 13:51:45,80,湖北武汉
723,121.60.32.246,2,红豆有麻麻,我努努力可以换手机喝咖啡，可是努力到死，可能都攒不够首付,wb,2018-08-08 13:51:33,80,湖北武汉
724,90.205.94.26,0,ID而已别太在意,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈今日沙雕标题,wb,2018-08-08 13:50:44,80,英国英格兰
725,1.25.49.158,0,woodside_g,@JoJo好学生 [doge][doge][doge]yuebaobao,wb,2018-08-08 13:49:58,80,内蒙古包头
726,59.41.23.234,0,币升客,这届年轻人不行啊，居然不买房，这一口大锅从天上来[doge][doge][doge][doge],wb,2018-08-08 13:49:52,80,广东广州
727,39.178.90.150,0,你有智障般的魅力啊,哈哈哈哈哈。,wb,2018-08-08 13:49:26,80,江西宜春
728,140.243.239.143,0,比特币凯撒,锅从天上来[费解][费解][费解],wb,2018-08-08 13:48:07,80,福建福州
729,27.206.177.211,0,如果说stronger,[doge]说的这些什么智能手机、大牌衣服、星巴克都特么值钱么？这都是最基础、最正常的消费好么？最能拖住年轻人的是什么心里没点数么？是房子，是房贷！！[吃瓜],wb,2018-08-08 13:47:57,80,山东菏泽
730,171.223.43.133,0,Y87aoPZH_xiamen站,别说别说[悲伤],wb,2018-08-08 13:46:00,82,四川成都
731,171.111.122.55,0,rou一下,他可是毒药啊,wb,2018-08-08 13:45:40,82,广西南宁
732,122.96.41.49,0,euphoria91jk,韭菜被劣质肥料弄死了，韭菜有错[微笑]理他干嘛。,wb,2018-08-08 13:45:40,82,江苏南京
733,223.104.190.42,0,流年笑掷_未来可期,明白了，我这就去死[二哈][二哈][二哈],wb,2018-08-08 13:45:36,82,山东
734,222.53.251.125,0,怒斥氪星记者,@阿P的夏天  评论太正能量太和谐了,wb,2018-08-08 13:45:33,82,四川成都
735,171.113.220.154,0,一咬千仞花-,呜呜呜，每多一个人购买iPhone，我国负债率就会上涨百分之0.001,wb,2018-08-08 13:45:30,82,湖北武汉
736,125.67.136.253,0,sakuradrop圆脸兔兔,房贷不是最大的借贷吗[笑而不语],wb,2018-08-08 13:45:19,82,四川绵阳
737,61.50.108.242,0,Escapee小迷糊,规则出问题的时候 就不要问为什么不按套路答题,wb,2018-08-08 13:45:17,82,北京
738,36.110.115.35,1,本人李狗蛋,哈哈哈哈哈哈哈哈,wb,2018-08-08 13:45:07,82,北京
739,43.250.201.11,0,_馒头大人,各大媒体：好难啊，现在发这种文章要被韭菜们骂，不发更要被骂,wb,2018-08-08 13:44:43,82,湖南
740,113.57.247.226,0,ivis--a孞,我是中年人。。。,wb,2018-08-08 13:44:42,83,湖北武汉
741,60.24.130.247,0,幼儿园大宝贝儿,一路走好,wb,2018-08-08 13:44:41,83,天津
742,114.242.173.98,0,mighty要让10万人又瘦又好看,这个锅背的实诚,wb,2018-08-08 13:44:34,83,北京
743,42.102.247.21,0,洋芋凤凤,财经频道就出这种水平的文章，天天一帮专家在那都研究的如何甩锅？真是甩的天衣无缝，牛叉的很。,wb,2018-08-08 13:44:33,83,黑龙江齐齐哈尔
744,223.104.212.14,0,什么时候能好好学习当个学霸,然后年轻人开始存钱，你又说不消费导致危机是吗？,wb,2018-08-08 13:44:04,83,上海
745,117.136.54.29,0,你也喜欢喝可乐呀,怎么就能做到不管咋样都是年轻人的错呢[费解][费解]前两年说年轻人就知道苦哈哈攒钱，现在说年轻人就知道借贷[费解][费解]年轻人是不该活着还是咋的,wb,2018-08-08 13:43:51,83,天津
746,223.71.249.186,1,十月十日de春天,确定不是国家带着年轻人走向危机么，向这个宣战，向那个宣战的，死的都是老百姓,wb,2018-08-08 13:43:44,83,北京
747,110.185.172.147,0,第三适任者碇真嗣,编辑家里司马了嘛？能写出这种文章？[呵呵],pc,2018-08-08 13:43:32,83,四川成都
748,124.64.16.50,0,冰川_小龙,哈哈哈，房贷也别贷了吧，别买了,wb,2018-08-08 13:43:21,83,北京
749,113.245.18.113,0,唐椰子,去死吧,wb,2018-08-08 13:43:20,83,湖南湘潭
750,121.225.24.100,0,曾猴儿,你喝茶试试 真的喝不起,wb,2018-08-08 13:43:02,84,江苏南京
751,58.100.37.70,0,不嗑CP会死6527405107,安心攒钱买房不也是巨额债务吗？反正都要负债，多点少点有区别吗？,wb,2018-08-08 13:42:34,84,浙江杭州
752,110.53.93.62,0,笑兮若梦,呵呵，这是好处自己用，锅给我们背？,wb,2018-08-08 13:42:34,84,湖南衡阳
753,111.15.36.142,0,宁愿凉薄,@灰葵  看评论[嘻嘻],wb,2018-08-08 13:42:31,84,山东潍坊
754,171.210.204.159,1,1899的纹身,当韭菜就要有当韭菜的本分，好好生长让国家收割,wb,2018-08-08 13:42:16,84,四川成都
755,14.16.93.114,0,猿先生丶,最大最多的贷款不是房子和车子吗？其他东西几十几百几千几万要贷款！？真睿智,wb,2018-08-08 13:41:35,84,广东广州
756,111.196.66.172,6,清辉照裳,我们小时候听的还是中国老太太攒钱买房美国老太太贷款买房的故事，从那时才知道借贷消费。,wb,2018-08-08 13:41:29,84,北京
757,43.246.231.197,0,游走的鱼爱快乐,难道借的人都不还钱不付利息？锅不好乱甩的！,wb,2018-08-08 13:41:29,84,北京
758,175.188.162.152,0,狂奔兔ivy,挺你,wb,2018-08-08 13:41:07,84,河北石家庄
759,125.117.13.7,1,这昵称可以吧,这是要我们背锅啊@吾娇18,wb,2018-08-08 13:40:42,84,浙江金华
